entity,filename,line,total_graph_function_loc,function_nodes_in_graph,dependency_closure_size
intckGetAutoIndex#shell.c#15124,shell.c,15124,95068,3426,4007
intckIsIndex#shell.c#15135,shell.c,15135,95078,3426,4007
Stmtrand#shell.c#15298,shell.c,15298,0,0,1
stmtrandFunc#shell.c#15302,shell.c,15302,95032,3421,4002
sqlite3_stmtrand_init#shell.c#15331,shell.c,15331,95042,3422,4003
vfstrace_printf#shell.c#15435,shell.c,15435,95052,3423,4004
vfstraceOnOff#shell.c#15528,shell.c,15528,3,1,7
vfstrace_print_errcode#shell.c#15505,shell.c,15505,95124,3425,4006
vfstraceClose#shell.c#15532,shell.c,15532,95141,3427,4008
vfstraceRead#shell.c#15547,shell.c,15547,95137,3427,4008
vfstraceWrite#shell.c#15558,shell.c,15558,95137,3427,4008
vfstraceTruncate#shell.c#15569,shell.c,15569,95065,3425,4006
strappend#shell.c#15521,shell.c,15521,6,1,1
vfstraceSync#shell.c#15580,shell.c,15580,95081,3426,4007
vfstraceFileSize#shell.c#15601,shell.c,15601,95138,3427,4008
lockName#shell.c#15613,shell.c,15613,9,1,1
vfstraceLock#shell.c#15623,shell.c,15623,95137,3427,4008
vfstraceUnlock#shell.c#15634,shell.c,15634,95137,3427,4008
vfstraceCheckReservedLock#shell.c#15645,shell.c,15645,95138,3427,4008
vfstraceFileControl#shell.c#15657,shell.c,15657,95288,3427,4008
vfstraceSectorSize#shell.c#15819,shell.c,15819,95065,3425,4006
vfstraceDeviceCharacteristics#shell.c#15830,shell.c,15830,95065,3425,4006
vfstraceShmLock#shell.c#15841,shell.c,15841,95159,3428,4009
vfstraceShmMap#shell.c#15868,shell.c,15868,95137,3427,4008
vfstraceShmBarrier#shell.c#15879,shell.c,15879,95062,3425,4006
vfstraceShmUnmap#shell.c#15887,shell.c,15887,95137,3427,4008
vfstraceFetch#shell.c#15898,shell.c,15898,95137,3427,4008
vfstraceUnfetch#shell.c#15909,shell.c,15909,95137,3427,4008
fileTail#shell.c#15427,shell.c,15427,7,1,2
vfstraceOpen#shell.c#15920,shell.c,15920,95548,3447,4028
vfstraceDelete#shell.c#15969,shell.c,15969,95137,3427,4008
vfstraceAccess#shell.c#15980,shell.c,15980,95138,3427,4008
vfstraceFullPathname#shell.c#15992,shell.c,15992,95138,3427,4008
vfstraceDlOpen#shell.c#16004,shell.c,16004,95062,3425,4006
vfstraceDlError#shell.c#16012,shell.c,16012,95063,3425,4006
vfstraceDlClose#shell.c#16028,shell.c,16028,95062,3425,4006
vfstraceRandomness#shell.c#16036,shell.c,16036,95062,3425,4006
vfstraceSleep#shell.c#16044,shell.c,16044,95062,3425,4006
vfstraceCurrentTime#shell.c#16052,shell.c,16052,95065,3425,4006
vfstraceGetLastError#shell.c#16074,shell.c,16074,95066,3425,4006
vfstraceCurrentTimeInt64#shell.c#16063,shell.c,16063,95065,3425,4006
vfstraceSetSystemCall#shell.c#16086,shell.c,16086,5,1,7
vfstraceGetSystemCall#shell.c#16092,shell.c,16092,5,1,7
vfstraceNextSystemCall#shell.c#16098,shell.c,16098,5,1,7
vfstrace_errcode_name#shell.c#15447,shell.c,15447,57,1,1
vfstraceOut#shell.c#27422,shell.c,27422,95038,3422,4003
vfstrace_register#shell.c#16104,shell.c,16104,95718,3463,4045
sqlite3_vfs_unregister#sqlite3.c#7625,sqlite3.c,7625,95042,3422,4003
vfstrace_unregister#shell.c#16155,shell.c,16155,95565,3449,4030
sqlite3_str_free#sqlite3.c#9893,sqlite3.c,9893,121,13,313
diskusedReset#shell.c#16173,shell.c,16173,95032,3421,4002
diskusedError#shell.c#16186,shell.c,16186,95032,3421,4002
diskusedVPrep#shell.c#16205,shell.c,16205,95032,3421,4002
diskusedPrepare#shell.c#16222,shell.c,16222,95032,3421,4002
diskusedStmtFinish#shell.c#16231,shell.c,16231,95032,3421,4002
diskusedSql#shell.c#16243,shell.c,16243,95032,3421,4002
diskusedSqlInt#shell.c#16262,shell.c,16262,95032,3421,4002
diskusedTitle#shell.c#16286,shell.c,16286,95032,3421,4002
diskusedLine#shell.c#16308,shell.c,16308,95032,3421,4002
diskusedPercent#shell.c#16328,shell.c,16328,95032,3421,4002
diskusedSubreport#shell.c#16359,shell.c,16359,95032,3421,4002
sqlite3_strlike#sqlite3.c#56098,sqlite3.c,56098,127,3,151
diskusedFunc#shell.c#16456,shell.c,16456,95032,3421,4002
sqlite3_diskused_init#shell.c#16671,shell.c,16671,95039,3422,4003
sqlite3_result_text64#sqlite3.c#34458,sqlite3.c,34458,95032,3421,4002
strdupfunc#shell.c#16679,shell.c,16679,95032,3421,4002
sqlite3_strdup_init#shell.c#16710,shell.c,16710,95039,3422,4003
recoverInit#shell.c#18948,shell.c,18948,95059,3423,4004
sqlite3_recover_init#shell.c#18972,shell.c,18972,95062,3424,4005
recoverSqlCb#shell.c#23573,shell.c,23573,95037,3422,4003
sqlite3_recover_init_sql#shell.c#18976,shell.c,18976,95067,3425,4006
recoverMPrintf#shell.c#17623,shell.c,17623,95046,3422,4003
sqlite3_recover_config#shell.c#18988,shell.c,18988,95079,3423,4004
recoverStep#shell.c#18857,shell.c,18857,97023,3527,4112
sqlite3_recover_step#shell.c#19022,shell.c,19022,97031,3528,4113
sqlite3_recover_errcode#shell.c#18984,shell.c,18984,3,1,145
sqlite3_recover_run#shell.c#19031,shell.c,19031,97038,3530,4115
sqlite3_recover_errmsg#shell.c#18980,shell.c,18980,3,1,145
recoverOneStmt#shell.c#17593,shell.c,17593,95044,3422,4003
sqlite3_get_autocommit#sqlite3.c#83904,sqlite3.c,83904,27,4,173
recoverFinalCleanup#shell.c#18465,shell.c,18465,95111,3428,4009
sqlite3_recover_finish#shell.c#19036,shell.c,19036,95142,3430,4011
dbdataBufferSize#shell.c#16775,shell.c,16775,95042,3422,4003
dbdataBufferFree#shell.c#16786,shell.c,16786,54,8,289
dbdataConnect#shell.c#16791,shell.c,16791,95052,3422,4003
dbdataDisconnect#shell.c#16812,shell.c,16812,95040,3422,4003
dbdataBestIndex#shell.c#16821,shell.c,16821,42,1,141
dbdataOpen#shell.c#16864,shell.c,16864,95044,3422,4003
dbdataResetCursor#shell.c#16877,shell.c,16877,95053,3423,4004
dbdataClose#shell.c#16895,shell.c,16895,95059,3424,4005
get_uint16#shell.c#16902,shell.c,16902,3,1,142
get_uint32#shell.c#16906,shell.c,16906,3,1,142
sqlite3_bind_int64#sqlite3.c#35113,sqlite3.c,35113,95032,3421,4002
dbdataLoadPage#shell.c#16910,shell.c,16910,95061,3422,4003
dbdataGetVarint#shell.c#16940,shell.c,16940,11,1,142
dbdataGetVarintU32#shell.c#16952,shell.c,16952,18,2,143
sqlite3_result_text16be#sqlite3.c#34478,sqlite3.c,34478,95036,3422,4003
dbdataValueBytes#shell.c#16960,shell.c,16960,15,1,1
sqlite3_result_text16le#sqlite3.c#34483,sqlite3.c,34483,95036,3422,4003
dbdataValue#shell.c#16976,shell.c,16976,95113,3425,4006
dbdataNext#shell.c#17035,shell.c,17035,95278,3428,4009
dbdataEof#shell.c#17207,shell.c,17207,4,1,141
dbdataIsFunction#shell.c#17212,shell.c,17212,7,1,1
dbdataDbsize#shell.c#17220,shell.c,17220,95060,3423,4004
dbdataGetEncoding#shell.c#17242,shell.c,17242,95072,3423,4004
dbdataFilter#shell.c#17254,shell.c,17254,95388,3434,4015
dbdataColumn#shell.c#17305,shell.c,17305,95178,3429,4010
dbdataRowid#shell.c#17350,shell.c,17350,5,1,141
sqlite3DbdataRegister#shell.c#17356,shell.c,17356,95604,3446,4027
sqlite3_dbdata_init#shell.c#17366,shell.c,17366,95608,3447,4028
sqlite3_mutex_enter#sqlite3.c#7787,sqlite3.c,7787,14,2,157
sqlite3_mutex_alloc#sqlite3.c#7764,sqlite3.c,7764,95032,3421,4002
recoverEnterMutex#shell.c#17472,shell.c,17472,95035,3422,4003
sqlite3_mutex_leave#sqlite3.c#7803,sqlite3.c,7803,14,2,157
recoverLeaveMutex#shell.c#17476,shell.c,17476,95035,3422,4003
recoverStrlen#shell.c#17480,shell.c,17480,4,1,2
recoverMalloc#shell.c#17485,shell.c,17485,95045,3422,4003
recoverError#shell.c#17499,shell.c,17499,95045,3422,4003
recoverBitmapAlloc#shell.c#17513,shell.c,17513,95054,3423,4004
recoverBitmapFree#shell.c#17523,shell.c,17523,53,8,289
recoverBitmapSet#shell.c#17527,shell.c,17527,7,1,141
recoverBitmapQuery#shell.c#17535,shell.c,17535,9,1,145
recoverDbError#shell.c#17545,shell.c,17545,95048,3423,4004
recoverPrepare#shell.c#17549,shell.c,17549,95057,3424,4005
recoverPreparePrintf#shell.c#17559,shell.c,17559,95074,3425,4006
recoverReset#shell.c#17577,shell.c,17577,95055,3424,4005
recoverFinalize#shell.c#17585,shell.c,17585,95055,3424,4005
recoverExec#shell.c#17606,shell.c,17606,95069,3425,4006
recoverBindValue#shell.c#17616,shell.c,17616,95051,3423,4004
recoverPageCount#shell.c#17638,shell.c,17638,95094,3427,4008
recoverReadI32#shell.c#17652,shell.c,17652,95046,3422,4003
recoverPageIsUsed#shell.c#17667,shell.c,17667,95038,3422,4003
recoverGetPage#shell.c#17674,shell.c,17674,95137,3429,4010
recoverUnusedString#shell.c#17711,shell.c,17711,95041,3422,4003
recoverEscapeCrlf#shell.c#17721,shell.c,17721,95108,3423,4004
recoverCacheSchema#shell.c#17789,shell.c,17789,95072,3426,4007
recoverSqlCallback#shell.c#17793,shell.c,17793,95053,3423,4004
sqlite3_backup_init#sqlite3.c#29932,sqlite3.c,29932,95075,3423,4004
sqlite3_backup_step#sqlite3.c#30024,sqlite3.c,30024,95032,3421,4002
sqlite3_backup_finish#sqlite3.c#30197,sqlite3.c,30197,95032,3421,4002
recoverTransferSettings#shell.c#17802,shell.c,17802,95209,3433,4014
sqlite3_open_v2#sqlite3.c#83774,sqlite3.c,83774,95035,3422,4003
recoverOpenOutput#shell.c#17845,shell.c,17845,95837,3461,4042
recoverOpenRecovery#shell.c#17871,shell.c,17871,95091,3427,4008
recoverAddTable#shell.c#17880,shell.c,17880,95176,3430,4011
sqlite3_bind_int#sqlite3.c#35109,sqlite3.c,35109,95032,3421,4002
recoverWriteSchema1#shell.c#17952,shell.c,17952,95248,3434,4015
recoverWriteSchema2#shell.c#17991,shell.c,17991,95101,3428,4009
recoverInsertStmt#shell.c#18009,shell.c,18009,95119,3426,4007
recoverFindTable#shell.c#18058,shell.c,18058,5,1,145
sqlite3_clear_bindings#sqlite3.c#34216,sqlite3.c,34216,171,15,297
recoverLostAndFoundCreate#shell.c#18064,shell.c,18064,95177,3432,4013
recoverLostAndFoundInsert#shell.c#18110,shell.c,18110,95109,3427,4008
recoverLostAndFoundFindRoot#shell.c#18132,shell.c,18132,95080,3426,4007
recoverLostAndFoundOnePage#shell.c#18149,shell.c,18149,95173,3430,4011
recoverLostAndFound3Step#shell.c#18211,shell.c,18211,95195,3431,4012
recoverLostAndFound3Init#shell.c#18234,shell.c,18234,95240,3436,4017
recoverWriteDataInit#shell.c#18247,shell.c,18247,95085,3426,4007
recoverWriteDataCleanup#shell.c#18263,shell.c,18263,95067,3425,4006
recoverWriteDataStep#shell.c#18276,shell.c,18276,95290,3435,4016
recoverLostAndFound1Init#shell.c#18376,shell.c,18376,95126,3430,4011
recoverLostAndFound1Step#shell.c#18387,shell.c,18387,95078,3426,4007
recoverLostAndFound2Init#shell.c#18404,shell.c,18404,95084,3426,4007
recoverLostAndFound2Step#shell.c#18415,shell.c,18415,95088,3426,4007
recoverLostAndFoundCleanup#shell.c#18442,shell.c,18442,95057,3423,4004
sqlite3_file_control#sqlite3.c#84019,sqlite3.c,84019,95032,3421,4002
recoverGetU16#shell.c#18485,shell.c,18485,3,1,4
recoverGetU32#shell.c#18489,shell.c,18489,3,1,4
recoverGetVarint#shell.c#18493,shell.c,18493,11,1,8
recoverIsValidPage#shell.c#18505,shell.c,18505,94,3,11
recoverVfsDetectPagesize#shell.c#18642,shell.c,18642,95170,3425,4006
recoverPutU32#shell.c#18635,shell.c,18635,6,1,4
recoverPutU16#shell.c#18630,shell.c,18630,4,1,4
recoverInstallWrapper#shell.c#18831,shell.c,18831,95341,3448,4033
recoverUninstallWrapper#shell.c#18846,shell.c,18846,95042,3422,4006
stdin_is_interactive#shell.c#19180,shell.c,19180,0,0,1
sBegin#shell.c#19992,shell.c,19992,0,0,1
zOptions#shell.c#27369,shell.c,27369,0,0,1
prompt_string#shell.c#19349,shell.c,19349,45,4,148
sqlite3_str_vappendf#sqlite3.c#8914,sqlite3.c,8914,95032,3421,4002
azHelp#shell.c#21499,shell.c,21499,0,0,1
timeDiff#shell.c#20003,shell.c,20003,3,1,5
qrfEscNames#shell.c#19152,shell.c,19152,0,0,1
zCmd#shell.c#21503,shell.c,21503,0,0,1
faultsim_state#shell.c#23751,shell.c,23751,0,0,1
Argv0#shell.c#19192,shell.c,19192,0,0,1
strlen30#shell.c#19263,shell.c,19263,6,1,146
elapseTime#shell.c#20007,shell.c,20007,10,2,149
cli_printf#shell.c#19196,shell.c,19196,95032,3421,4002
cli_write#shell.c#19210,shell.c,19210,95032,3421,4002
zUsage#shell.c#21504,shell.c,21504,0,0,1
cli_puts#shell.c#19219,shell.c,19219,95032,3421,4002
cli_exit#shell.c#19227,shell.c,19227,95032,3421,4002
cli_strcmp#shell.c#19236,shell.c,19236,5,1,149
aPrefix#sqlite3.c#8868,sqlite3.c,8868,0,0,1
cli_strncmp#shell.c#19242,shell.c,19242,5,1,4
timeOfDay#shell.c#19248,shell.c,19248,5,1,7
shell_out_of_memory#shell.c#19254,shell.c,19254,95032,3421,4002
shell_check_oom#shell.c#19259,shell.c,19259,95032,3421,4002
openChrSource#shell.c#19270,shell.c,19270,10,1,2
realloc#stdlib.h#1020,stdlib.h,1020,0,0,1
seenInterrupt#shell.c#19190,shell.c,19190,0,0,1
local_getline#shell.c#19281,shell.c,19281,95063,3422,4004
shellNoColor#shell.c#19313,shell.c,19313,3,1,2
sqlite3_libversion#sqlite3.c#82120,sqlite3.c,82120,1,1,1
shellPromptAppDef#shell.c#19317,shell.c,19317,35,3,4
sqlite3_filename#sqlite3.h#1808,sqlite3.h,1808,0,0,1
sqlite3_db_filename#sqlite3.c#84369,sqlite3.c,84369,95032,3421,4002
sqlite3_filename_database#sqlite3.c#84332,sqlite3.c,84332,10,2,4
prompt_filename#shell.c#19360,shell.c,19360,95032,3421,4002
gethostname#unistd.h#1315,unistd.h,1315,0,0,1
prompt_hostname#shell.c#19377,shell.c,19377,12,1,2
prompt_user#shell.c#19390,shell.c,19390,7,1,2
sqlite3_db_readonly#sqlite3.c#84375,sqlite3.c,84375,60,7,184
nAnsiEscape#shell.c#19398,shell.c,19398,11,1,1
sqlite3_incomplete#sqlite3.c#81952,sqlite3.c,81952,143,2,163
expand_prompt#shell.c#19410,shell.c,19410,95032,3421,4002
sqlite3_sleep#sqlite3.c#84003,sqlite3.c,84003,95032,3421,4002
shellCmdLineEdit#shell.c#4500,shell.c,4500,0,0,1
one_input_line#shell.c#19624,shell.c,19624,95094,3423,4006
cmdline_option_value#shell.c#27407,shell.c,27407,95032,3421,4002
hexDigitValue#shell.c#19656,shell.c,19656,6,1,1
integerValue#shell.c#19663,shell.c,19663,95032,3421,4002
initText#shell.c#19712,shell.c,19712,3,1,5
freeText#shell.c#19716,shell.c,19716,57,9,290
quoteChar#shell.c#19754,shell.c,19754,182,4,18
appendText#shell.c#19721,shell.c,19721,95032,3421,4002
shellFakeSchema#shell.c#19764,shell.c,19764,95032,3421,4002
shellStrtod#shell.c#19802,shell.c,19802,95032,3421,4002
shellDtostr#shell.c#19809,shell.c,19809,95032,3421,4002
shellAddSchemaName#shell.c#19820,shell.c,19820,95032,3421,4002
shellExpandPrompt#shell.c#19861,shell.c,19861,95032,3421,4002
beginTimer#shell.c#19996,shell.c,19996,6,1,144
endTimer#shell.c#20013,shell.c,20013,95043,3422,4003
modeFree#shell.c#20025,shell.c,20025,12,1,147
strdup#string.h#473,string.h,473,0,0,1
modeDup#shell.c#20038,shell.c,20038,33,1,147
aModeStr#shell.c#19172,shell.c,19172,0,0,1
modeSetStr#shell.c#20072,shell.c,20072,95044,3422,4004
pickStr#shell.c#23775,shell.c,23775,95063,3422,4003
modeSetLimit#shell.c#20087,shell.c,20087,95083,3423,4004
modeChange#shell.c#20108,shell.c,20108,95194,3427,4010
stdout_is_console#shell.c#19182,shell.c,19182,0,0,1
modeDefault#shell.c#20163,shell.c,20163,95203,3428,4012
modeFind#shell.c#20173,shell.c,20173,17,2,150
modePush#shell.c#20186,shell.c,20186,95071,3423,4005
modePop#shell.c#20193,shell.c,20193,20,2,148
shellLog#shell.c#20202,shell.c,20202,95032,3421,4002
shellPutsFunc#shell.c#20209,shell.c,20209,95032,3421,4002
shellErrorLocation#shell.c#20216,shell.c,20216,95043,3422,4003
failIfSafeMode#shell.c#20228,shell.c,20228,95055,3423,4004
dotCmdError#shell.c#20241,shell.c,20241,95067,3423,4004
editFunc#shell.c#20266,shell.c,20266,95032,3421,4002
setCrlfMode#shell.c#20377,shell.c,20377,3,1,144
zSkipValidUtf8#shell.c#20395,shell.c,20395,26,1,2
anyOfInStr#shell.c#20381,shell.c,20381,13,1,1
output_c_string#shell.c#20422,shell.c,20422,95111,3424,4005
append_c_string#shell.c#20463,shell.c,20463,95111,3424,4005
sqlite3_interrupt#sqlite3.c#82950,sqlite3.c,82950,3,1,138
interrupt_handler#shell.c#20504,shell.c,20504,95040,3423,4005
sigterm_handler#shell.c#20510,shell.c,20510,95036,3422,4003
stdout_tty_width#shell.c#19184,shell.c,19184,0,0,1
shellScreenWidth#shell.c#20515,shell.c,20515,11,1,2
safeModeAuth#shell.c#20527,shell.c,20527,95079,3424,4005
shellAuth#shell.c#20552,shell.c,20552,95180,3428,4009
sqlite3_strglob#sqlite3.c#56088,sqlite3.c,56088,127,3,15
sqlite3_complete#sqlite3.c#82084,sqlite3.c,82084,146,3,164
printSchemaLine#shell.c#20575,shell.c,20575,95032,3421,4002
wsToEol#shell.c#20604,shell.c,20604,10,1,2
shellFormatSchema#shell.c#20615,shell.c,20615,95032,3421,4002
progress_handler#shell.c#20709,shell.c,20709,95050,3422,4003
captureOutputCallback#shell.c#20728,shell.c,20728,95032,3421,4002
createSelftestTable#shell.c#20741,shell.c,20741,95041,3422,4003
set_table_name#shell.c#20751,shell.c,20751,95041,3422,4003
sqlite3_error_offset#sqlite3.c#83306,sqlite3.c,83306,95032,3421,4002
shell_error_context#shell.c#20761,shell.c,20761,95032,3421,4002
run_table_dump_query#shell.c#20791,shell.c,20791,95070,3422,4003
save_err_msg#shell.c#20830,shell.c,20830,95032,3421,4002
displayLinuxIoStats#shell.c#20848,shell.c,20848,95032,3421,4002
sqlite3_status64#sqlite3.c#5909,sqlite3.c,5909,95032,3421,4002
displayStatLine#shell.c#20872,shell.c,20872,95032,3421,4002
sqlite3_db_status64#sqlite3.c#5957,sqlite3.c,5957,1274,92,397
sqlite3_column_decltype#sqlite3.c#35018,sqlite3.c,35018,95032,3421,4002
sqlite3_stmt_status#sqlite3.c#35335,sqlite3.c,35335,957,69,374
sqlite3_db_status#sqlite3.c#6105,sqlite3.c,6105,1284,93,398
display_stats#shell.c#20889,shell.c,20889,95032,3421,4002
savedSelectTrace#shell.c#20987,shell.c,20987,0,0,1
sqlite3_test_control#sqlite3.c#84065,sqlite3.c,84065,95032,3421,4002
savedWhereTrace#shell.c#20989,shell.c,20989,0,0,1
disable_debug_trace_modes#shell.c#20991,shell.c,20991,95032,3421,4002
restore_debug_trace_modes#shell.c#20999,shell.c,20999,95032,3421,4002
bind_table_init#shell.c#21004,shell.c,21004,95043,3422,4003
sqlite3_bind_double#sqlite3.c#35097,sqlite3.c,35097,95032,3421,4002
sqlite3_bind_null#sqlite3.c#35125,sqlite3.c,35125,95032,3421,4002
sqlite3_bind_parameter_name#sqlite3.c#35231,sqlite3.c,35231,16,2,139
sqlite3_bind_parameter_count#sqlite3.c#35226,sqlite3.c,35226,4,1,138
sqlite3_bind_text64#sqlite3.c#35154,sqlite3.c,35154,95032,3421,4002
bind_prepared_stmt#shell.c#21016,shell.c,21016,95032,3421,4002
expertHandleSQL#shell.c#21062,shell.c,21062,95032,3421,4002
expertFinish#shell.c#21068,shell.c,21068,95032,3421,4002
expertDotCommand#shell.c#21102,shell.c,21102,96198,3472,4053
shellWriteQR#shell.c#21147,shell.c,21147,95032,3421,4002
shell_exec#shell.c#21153,shell.c,21153,95032,3421,4002
freeColumnList#shell.c#21279,shell.c,21279,57,8,289
tableColumnList#shell.c#21287,shell.c,21287,95032,3421,4002
toggleSelectOrder#shell.c#21353,shell.c,21353,95032,3421,4002
db_int#shell.c#22504,shell.c,22504,95032,3421,4002
dump_callback#shell.c#21368,shell.c,21368,95032,3421,4002
run_schema_dump_query#shell.c#21471,shell.c,21471,95059,3422,4003
aUsage#shell.c#21506,shell.c,21506,0,0,1
findUsage#shell.c#21508,shell.c,21508,134,4,16
showHelp#shell.c#21516,shell.c,21516,95113,3423,4004
clearTempFile#shell.c#22812,shell.c,22812,95032,3421,4002
line_is_complete#shell.c#27053,shell.c,27053,155,4,165
runOneSqlLine#shell.c#27121,shell.c,27121,98116,3557,4141
echo_group_input#shell.c#27170,shell.c,27170,95038,3422,4003
output_reset#shell.c#22468,shell.c,22468,95093,3426,4007
line_is_command_terminator#shell.c#27042,shell.c,27042,30,2,3
bail_on_error#shell.c#19178,shell.c,19178,0,0,1
do_meta_command#shell.c#24957,shell.c,24957,106395,3804,4398
line_is_all_whitespace#shell.c#27021,shell.c,27021,20,1,2
process_input#shell.c#27177,shell.c,27177,106395,3804,4398
readFile#shell.c#21593,shell.c,21593,95064,3422,4003
fileSize#shell.c#21626,shell.c,21626,5,1,3
isDatabaseFile#shell.c#21632,shell.c,21632,95055,3424,4005
deduceDatabaseType#shell.c#21648,shell.c,21648,95094,3425,4006
sqlite3_shutdown#sqlite3.c#82203,sqlite3.c,82203,95087,3427,4008
sqlite3_initialize#sqlite3.c#82194,sqlite3.c,82194,95032,3421,4002
isScriptFile#shell.c#21688,shell.c,21688,95126,3431,4012
readHexDb#shell.c#21705,shell.c,21705,95114,3422,4003
shellUSleepFunc#shell.c#21788,shell.c,21788,95032,3421,4002
shellModuleSchema#shell.c#21795,shell.c,21795,95032,3421,4002
newTempFile#shell.c#22857,shell.c,22857,95032,3421,4002
shellTempFilenameFunc#shell.c#22877,shell.c,22877,95032,3421,4002
sqlite3_enable_load_extension#sqlite3.c#60601,sqlite3.c,60601,30,4,166
sqlite3_deserialize#sqlite3.c#16711,sqlite3.c,16711,95096,3423,4004
open_db#shell.c#21813,shell.c,21813,97920,3550,4134
close_db#shell.c#21945,shell.c,21945,95038,3422,4003
readline_completion_generator#shell.c#21952,shell.c,21952,95053,3422,4004
readline_completion#shell.c#21974,shell.c,21974,95059,3423,4005
resolve_backslashes#shell.c#21981,shell.c,21981,58,2,145
booleanValue#shell.c#22034,shell.c,22034,95032,3421,4002
setOrClearFlag#shell.c#22052,shell.c,22052,95039,3422,4003
output_file_close#shell.c#22060,shell.c,22060,3,1,144
output_file_open#shell.c#22064,shell.c,22064,95048,3422,4003
sqlite3_expanded_sql#sqlite3.c#35361,sqlite3.c,35361,95043,3422,4003
sql_trace_callback#shell.c#22081,shell.c,22081,95085,3423,4004
import_cleanup#shell.c#22151,shell.c,22151,62,8,289
import_getc#shell.c#22164,shell.c,22164,9,1,6
import_append_char#shell.c#22174,shell.c,22174,95040,3422,4003
csv_read_one_field#shell.c#22183,shell.c,22183,95127,3424,4006
ascii_read_one_field#shell.c#22262,shell.c,22262,95070,3424,4006
sqlite3_extended_errcode#sqlite3.c#83361,sqlite3.c,83361,95047,3422,4003
tryToCloneData#shell.c#22284,shell.c,22284,95133,3423,4004
tryToCloneSchema#shell.c#22371,shell.c,22371,95196,3424,4005
tryToClone#shell.c#22435,shell.c,22435,95222,3426,4007
output_redir#shell.c#22456,shell.c,22456,95046,3423,4004
get2byteInt#shell.c#22521,shell.c,22521,3,1,2
get4byteInt#shell.c#22525,shell.c,22525,3,1,2
shell_dbinfo_command#shell.c#22529,shell.c,22529,97991,3553,4137
shell_dbtotxt_command#shell.c#22595,shell.c,22595,95116,3422,4004
shellEmitError#shell.c#22680,shell.c,22680,95035,3422,4003
shellDatabaseError#shell.c#22684,shell.c,22684,95039,3423,4004
testcase_glob#shell.c#22689,shell.c,22689,72,1,2
optionMatch#shell.c#22762,shell.c,22762,11,2,150
shellFilenameFromUri#shell.c#22769,shell.c,22769,95059,3422,4003
shellDeleteFile#shell.c#22797,shell.c,22797,95032,3421,4002
find_home_dir#shell.c#27288,shell.c,27288,26,1,9
shellFkeyCollateClause#shell.c#22888,shell.c,22888,95032,3421,4002
lintFkeyIndexes#shell.c#22914,shell.c,22914,95116,3422,4003
lintDotCommand#shell.c#22999,shell.c,22999,95130,3424,4005
shellPrepare#shell.c#23010,shell.c,23010,95042,3422,4003
shellPreparePrintf#shell.c#23021,shell.c,23021,95058,3423,4004
shellFinalize#shell.c#23038,shell.c,23038,95044,3422,4003
shellReset#shell.c#23051,shell.c,23051,95042,3422,4003
arUsage#shell.c#23082,shell.c,23082,95117,3424,4005
arErrorMsg#shell.c#23087,shell.c,23087,95050,3423,4004
arProcessSwitch#shell.c#23103,shell.c,23103,95074,3424,4005
arParseCommand#shell.c#23128,shell.c,23128,95271,3428,4009
sqlite3_bind_parameter_index#sqlite3.c#35242,sqlite3.c,35242,95035,3422,4003
arCheckEntries#shell.c#23241,shell.c,23241,95111,3427,4008
arWhereClause#shell.c#23270,shell.c,23270,95067,3422,4003
arListCommand#shell.c#23306,shell.c,23306,95171,3429,4010
arRemoveCommand#shell.c#23332,shell.c,23332,95179,3429,4010
arExtractCommand#shell.c#23366,shell.c,23366,95197,3429,4010
arExecSql#shell.c#23418,shell.c,23418,95047,3422,4003
arCreateOrUpdateCommand#shell.c#23434,shell.c,23434,95106,3423,4004
arDotCommand#shell.c#23494,shell.c,23494,96049,3462,4044
recoverDatabaseCmd#shell.c#23579,shell.c,23579,97252,3539,4124
intckDatabaseCmd#shell.c#23627,shell.c,23627,95357,3441,4022
rc_err_oom_die#shell.c#23656,shell.c,23656,95036,3422,4003
zCOL_DB#shell.c#23661,shell.c,23661,0,0,1
zAutoColumn#shell.c#23663,shell.c,23663,95103,3423,4004
outputDumpWarning#shell.c#23731,shell.c,23731,95080,3425,4006
faultsim_callback#shell.c#23753,shell.c,23753,95032,3421,4002
nSkip#shell.c#23750,shell.c,23750,0,0,1
eVerbose#shell.c#23747,shell.c,23747,0,0,1
dotCmdImport#shell.c#23807,shell.c,23807,98469,3561,4148
modeTitleDsply#shell.c#24127,shell.c,24127,24,1,147
qrfQuoteNames#shell.c#19154,shell.c,19154,0,0,1
dotCmdMode#shell.c#24152,shell.c,24152,95802,3437,4020
dotCmdOutput#shell.c#24599,shell.c,24599,95372,3436,4019
dotCmdCheck#shell.c#24748,shell.c,24748,95344,3431,4012
dotCmdTestcase#shell.c#24862,shell.c,24862,95169,3430,4012
parseDotRealloc#shell.c#24898,shell.c,24898,95041,3422,4003
parseDotCmdArgs#shell.c#24908,shell.c,24908,95141,3424,4006
sqlite3_progress_handler#sqlite3.c#82917,sqlite3.c,82917,95063,3423,4004
sqlite3_trace_v2#sqlite3.c#83108,sqlite3.c,83108,95095,3424,4005
sqlite3_load_extension#sqlite3.c#60583,sqlite3.c,60583,95032,3421,4002
sqlite3_sourceid#sqlite3.c#102443,sqlite3.c,102443,1,1,1
sqlite3_busy_timeout#sqlite3.c#82931,sqlite3.c,82931,95032,3421,4002
sqlite3_txn_state#sqlite3.c#82716,sqlite3.c,82716,91,9,205
