entity,filename,line,total_graph_function_loc,function_nodes_in_graph,dependency_closure_size
__off_t#types.h#70,types.h,70,0,0,1
_G_fpos_t#__fpos_t.h#142,__fpos_t.h,142,0,0,2
symbol#lemon.c#1620,lemon.c,1620,0,0,5
rule#lemon.c#1640,lemon.c,1640,0,0,5
e_action#lemon.c#1679,lemon.c,1679,0,0,1
state#lemon.c#1694,lemon.c,1694,0,0,11
action#lemon.c#1682,lemon.c,1682,0,0,11
lookahead_action#lemon.c#1862,lemon.c,1862,0,0,1
acttab#lemon.c#1869,lemon.c,1869,0,0,2
u8#sqlite3.c#2443,sqlite3.c,2443,0,0,2
u32#sqlite3.c#2437,sqlite3.c,2437,0,0,2
ExprList#sqlite3.c#3699,sqlite3.c,3699,0,0,1
AggInfo#sqlite3.c#3631,sqlite3.c,3631,0,0,6
sqlite3#sqlite3.c#3332,sqlite3.c,3332,0,0,136
analysisInfo#sqlite3.c#50669,sqlite3.c,50669,0,0,137
sqlite3_file#sqlite3.h#1774,sqlite3.h,1774,0,0,13
sqlite3_int64#sqlite3.h#1762,sqlite3.h,1762,0,0,2
ApndFile#shell.c#11106,shell.c,11106,0,0,13
ShellState#shell.c#19081,shell.c,19081,0,0,143
sqlite3#sqlite3.h#1756,sqlite3.h,1756,0,0,136
u8#shell.c#2689,shell.c,2689,0,0,1
FILE#FILE.h#158,FILE.h,158,0,0,1
ArCommand#shell.c#23064,shell.c,23064,0,0,144
Parse#sqlite3.c#3896,sqlite3.c,3896,0,0,136
AuthContext#sqlite3.c#3983,sqlite3.c,3983,0,0,137
Table#sqlite3.c#3509,sqlite3.c,3509,0,0,136
AutoincInfo#sqlite3.c#3862,sqlite3.c,3862,0,0,136
axset#lemon.c#4653,lemon.c,4653,0,0,12
Bitvec#sqlite3.c#16779,sqlite3.c,16779,0,0,5
i64#sqlite3.c#2433,sqlite3.c,2433,0,0,4
MemPage#sqlite3.c#23171,sqlite3.c,23171,0,0,136
BtShared#sqlite3.c#23221,sqlite3.c,23221,0,0,136
Pgno#sqlite3.c#2659,sqlite3.c,2659,0,0,2
u16#sqlite3.c#2439,sqlite3.c,2439,0,0,2
CellInfo#sqlite3.c#23254,sqlite3.c,23254,0,0,11
Btree#sqlite3.c#23206,sqlite3.c,23206,0,0,136
i8#sqlite3.c#2445,sqlite3.c,2445,0,0,1
KeyInfo#sqlite3.c#3561,sqlite3.c,3561,0,0,136
BtCursor#sqlite3.c#23262,sqlite3.c,23262,0,0,136
BtLock#sqlite3.c#23199,sqlite3.c,23199,0,0,136
sqlite3_value#sqlite3.c#5554,sqlite3.c,5554,0,0,136
BtreePayload#sqlite3.c#2897,sqlite3.c,2897,0,0,137
sqlite3_mutex#sqlite3.c#8212,sqlite3.c,8212,0,0,2
Pager#sqlite3.c#18411,sqlite3.c,18411,0,0,136
sqlite3_vtab#sqlite3.h#2343,sqlite3.h,2343,0,0,136
bytecodevtab#sqlite3.c#41799,sqlite3.c,41799,0,0,137
Mem#sqlite3.c#2987,sqlite3.c,2987,0,0,136
sqlite3_stmt#sqlite3.h#1974,sqlite3.h,1974,0,0,1
sqlite3_vtab_cursor#sqlite3.h#2349,sqlite3.h,2349,0,0,136
Op#sqlite3.c#5473,sqlite3.c,5473,0,0,6
bytecodevtab_cursor#sqlite3.c#41807,sqlite3.c,41807,0,0,138
CallCount#sqlite3.c#77804,sqlite3.c,77804,0,0,5
CellArray#sqlite3.c#27584,sqlite3.c,27584,0,0,136
u16#shell.c#4,shell.c,4,0,0,1
SrcList#sqlite3.c#3793,sqlite3.c,3793,0,0,136
CheckOnCtx#sqlite3.c#67151,sqlite3.c,67151,0,0,137
CollSeq#sqlite3.c#3489,sqlite3.c,3489,0,0,3
Column#sqlite3.c#3478,sqlite3.c,3478,0,0,5
compareInfo#sqlite3.c#55968,sqlite3.c,55968,0,0,3
sqlite3_vtab_cursor#sqlite3.h#2278,sqlite3.h,2278,0,0,137
completion_cursor#shell.c#10816,shell.c,10816,0,0,139
sqlite3_vtab#sqlite3.h#2274,sqlite3.h,2274,0,0,136
completion_vtab#shell.c#10809,shell.c,10809,0,0,137
plink#lemon.c#1706,lemon.c,1706,0,0,11
cfgstatus#lemon.c#1664,lemon.c,1664,0,0,1
config#lemon.c#1667,lemon.c,1667,0,0,11
CountCtx#sqlite3.c#56832,sqlite3.c,56832,0,0,5
Index#sqlite3.c#3587,sqlite3.c,3587,0,0,136
CoveringIndexCheck#sqlite3.c#75623,sqlite3.c,75623,0,0,137
Select#sqlite3.c#3832,sqlite3.c,3832,0,0,136
CteUse#sqlite3.c#4181,sqlite3.c,4181,0,0,4
Cte#sqlite3.c#4165,sqlite3.c,4165,0,0,136
LogEst#sqlite3.c#2451,sqlite3.c,2451,0,0,1
DateTime#sqlite3.c#6251,sqlite3.c,6251,0,0,3
Schema#sqlite3.c#3291,sqlite3.c,3291,0,0,136
Db#sqlite3.c#3283,sqlite3.c,3283,0,0,136
DbdataBuffer#shell.c#16742,shell.c,16742,0,0,4
u32#shell.c#2,shell.c,2,0,0,1
DbdataCursor#shell.c#16747,shell.c,16747,0,0,140
DbdataTable#shell.c#16768,shell.c,16768,0,0,138
Token#sqlite3.c#3626,sqlite3.c,3626,0,0,2
Walker#sqlite3.c#4097,sqlite3.c,4097,0,0,146
DbFixer#sqlite3.c#4129,sqlite3.c,4129,0,0,146
sqlite3_destructor_type#sqlite3.h#2162,sqlite3.h,2162,0,0,1
DbPage#sqlite3.c#2663,sqlite3.c,2663,0,0,136
DbpageCursor#sqlite3.c#101965,sqlite3.c,101965,0,0,138
DbpageTable#sqlite3.c#101975,sqlite3.c,101975,0,0,137
sqlite3_context#sqlite3.h#2004,sqlite3.h,2004,0,0,138
sqlite3_str#sqlite3.h#2413,sqlite3.h,2413,0,0,138
DiskUsed#shell.c#16165,shell.c,16165,0,0,141
DistinctCtx#sqlite3.c#63129,sqlite3.c,63129,0,0,3
EdupBuf#sqlite3.c#44752,sqlite3.c,44752,0,0,3
etByte#sqlite3.c#8852,sqlite3.c,8852,0,0,1
et_info#sqlite3.c#8854,sqlite3.c,8854,0,0,2
ExpertCsr#shell.c#13526,shell.c,13526,0,0,139
sqlite3expert#shell.c#13372,shell.c,13372,0,0,136
ExpertInfo#shell.c#19058,shell.c,19058,0,0,137
IdxTable#shell.c#13334,shell.c,13334,0,0,2
ExpertVtab#shell.c#13518,shell.c,13518,0,0,136
Window#sqlite3.c#4197,sqlite3.c,4197,0,0,136
ynVar#sqlite3.c#3662,sqlite3.c,3662,0,0,2
i16#sqlite3.c#2441,sqlite3.c,2441,0,0,1
Expr#sqlite3.c#3664,sqlite3.c,3664,0,0,136
FileChunk#sqlite3.c#42073,sqlite3.c,42073,0,0,3
FilePoint#sqlite3.c#42078,sqlite3.c,42078,0,0,6
Trigger#sqlite3.c#3988,sqlite3.c,3988,0,0,136
FKey#sqlite3.c#3545,sqlite3.c,3545,0,0,136
FrameBound#sqlite3.c#79545,sqlite3.c,79545,0,0,137
FsdirLevel#shell.c#10357,shell.c,10357,0,0,1
fsdir_cursor#shell.c#10362,shell.c,10362,0,0,139
fsdir_tab#shell.c#10377,shell.c,10377,0,0,137
Fts3MultiSegReader#sqlite3.c#84649,sqlite3.c,84649,0,0,11
Fts3SegFilter#sqlite3.c#84642,sqlite3.c,84642,0,0,1
Fts3auxCursor#sqlite3.c#88065,sqlite3.c,88065,0,0,142
Fts3Table#sqlite3.c#84488,sqlite3.c,84488,0,0,141
Fts3auxTable#sqlite3.c#88060,sqlite3.c,88060,0,0,142
Fts3DeferredToken#sqlite3.c#90187,sqlite3.c,90187,0,0,14
MatchinfoBuffer#sqlite3.c#93553,sqlite3.c,93553,0,0,5
Fts3Expr#sqlite3.c#84583,sqlite3.c,84583,0,0,19
Fts3Cursor#sqlite3.c#84528,sqlite3.c,84528,0,0,150
Fts3PhraseToken#sqlite3.c#84563,sqlite3.c,84563,0,0,14
PendingList#sqlite3.c#90178,sqlite3.c,90178,0,0,3
Fts3Doclist#sqlite3.c#84553,sqlite3.c,84553,0,0,3
Fts3Phrase#sqlite3.c#84572,sqlite3.c,84572,0,0,16
Fts3HashElem#sqlite3.c#84450,sqlite3.c,84450,0,0,1
Fts3Hash#sqlite3.c#84438,sqlite3.c,84438,0,0,2
Fts3HashWrapper#sqlite3.c#84752,sqlite3.c,84752,0,0,3
Fts3SegReader#sqlite3.c#90194,sqlite3.c,90194,0,0,8
sqlite3_blob#sqlite3.h#2357,sqlite3.h,2357,0,0,1
i64#shell.c#2685,shell.c,2685,0,0,3
sqlite3_tokenizer#sqlite3.c#84422,sqlite3.c,84422,0,0,2
sqlite_int64#sqlite3.h#1758,sqlite3.h,1758,0,0,1
sqlite3_tokenizer_cursor#sqlite3.c#84426,sqlite3.c,84426,0,0,3
Fts3tokCursor#sqlite3.c#89939,sqlite3.c,89939,0,0,140
Fts3TokenAndCost#sqlite3.c#87363,sqlite3.c,87363,0,0,20
sqlite3_tokenizer_module#sqlite3.c#84412,sqlite3.c,84412,0,0,1
Fts3tokTable#sqlite3.c#89933,sqlite3.c,89933,0,0,139
Fts5ExtensionApi#sqlite3.h#2628,sqlite3.h,2628,0,0,3
FuncDestructor#sqlite3.c#3456,sqlite3.c,3456,0,0,1
FuncDef#sqlite3.c#3440,sqlite3.c,3440,0,0,5
FuncDefHash#sqlite3.c#3326,sqlite3.c,3326,0,0,6
StrAccum#sqlite3.c#2555,sqlite3.c,2555,0,0,138
GroupConcatCtx#sqlite3.c#56903,sqlite3.c,56903,0,0,139
HashElem#sqlite3.c#1170,sqlite3.c,1170,0,0,1
Hash#sqlite3.c#1160,sqlite3.c,1160,0,0,2
WhereClause#sqlite3.c#71174,sqlite3.c,71174,0,0,146
HiddenIndexInfo#sqlite3.c#74003,sqlite3.c,74003,0,0,147
IdxCover#sqlite3.c#48077,sqlite3.c,48077,0,0,137
IdxHashEntry#shell.c#13359,shell.c,13359,0,0,1
IdxHash#shell.c#13367,shell.c,13367,0,0,2
IdxConstraint#shell.c#13308,shell.c,13308,0,0,1
IdxScan#shell.c#13318,shell.c,13318,0,0,7
IdxColumn#shell.c#13328,shell.c,13328,0,0,1
IdxWrite#shell.c#13341,shell.c,13341,0,0,3
ImportCtx#shell.c#22131,shell.c,22131,0,0,5
Incrblob#sqlite3.c#39936,sqlite3.c,39936,0,0,138
SortSubtask#sqlite3.c#40263,sqlite3.c,40263,0,0,136
MergeEngine#sqlite3.c#40254,sqlite3.c,40254,0,0,136
SorterFile#sqlite3.c#40243,sqlite3.c,40243,0,0,16
IncrMerger#sqlite3.c#40311,sqlite3.c,40311,0,0,136
NodeWriter#sqlite3.c#92235,sqlite3.c,92235,0,0,143
IncrmergeWriter#sqlite3.c#92241,sqlite3.c,92241,0,0,144
Bitmask#sqlite3.c#2587,sqlite3.c,2587,0,0,2
IndexedExpr#sqlite3.c#3879,sqlite3.c,3879,0,0,136
IndexListTerm#sqlite3.c#59093,sqlite3.c,59093,0,0,137
IndexIterator#sqlite3.c#59079,sqlite3.c,59079,0,0,138
tRowcnt#sqlite3.c#2449,sqlite3.c,2449,0,0,2
IndexSample#sqlite3.c#3618,sqlite3.c,3618,0,0,3
InitData#sqlite3.c#4042,sqlite3.c,4042,0,0,137
IntegrityCk#sqlite3.c#23287,sqlite3.c,23287,0,0,139
JsonParse#sqlite3.c#94925,sqlite3.c,94925,0,0,137
JsonCache#sqlite3.c#94909,sqlite3.c,94909,0,0,138
JsonEachConnection#sqlite3.c#98251,sqlite3.c,98251,0,0,137
JsonString#sqlite3.c#94915,sqlite3.c,94915,0,0,138
JsonParent#sqlite3.c#98222,sqlite3.c,98222,0,0,7
JsonEachCursor#sqlite3.c#98232,sqlite3.c,98232,0,0,141
JsonPretty#sqlite3.c#96529,sqlite3.c,96529,0,0,140
sqlite3_context#sqlite3.c#5582,sqlite3.c,5582,0,0,137
u64#sqlite3.c#2435,sqlite3.c,2435,0,0,3
LastValueCtx#sqlite3.c#78030,sqlite3.c,78030,0,0,137
LcsIterator#sqlite3.c#94118,sqlite3.c,94118,0,0,20
lemon#lemon.c#1711,lemon.c,1711,0,0,12
LoadDoclistCtx#sqlite3.c#93505,sqlite3.c,93505,0,0,151
LookasideSlot#sqlite3.c#3322,sqlite3.c,3322,0,0,1
Lookaside#sqlite3.c#3305,sqlite3.c,3305,0,0,8
MatchInfo#sqlite3.c#93544,sqlite3.c,93544,0,0,151
Mem0Global#sqlite3.c#8299,sqlite3.c,8299,0,0,5
MemStore#sqlite3.c#16184,sqlite3.c,16184,0,0,5
sqlite3_file#sqlite3.h#1776,sqlite3.h,1776,0,0,13
MemFile#sqlite3.c#16198,sqlite3.c,16198,0,0,17
MemFS#sqlite3.c#16204,sqlite3.c,16204,0,0,6
sqlite3_vfs#sqlite3.h#1814,sqlite3.h,1814,0,0,3
sqlite3_io_methods#sqlite3.h#1782,sqlite3.h,1782,0,0,13
MemJournal#sqlite3.c#42083,sqlite3.c,42083,0,0,17
PmaReader#sqlite3.c#40297,sqlite3.c,40297,0,0,136
sqlite3_qrf_spec#shell.c#4510,shell.c,4510,0,0,1
Mode#shell.c#19063,shell.c,19063,0,0,3
sqlite3_module#sqlite3.h#2282,sqlite3.h,2282,0,0,136
Module#sqlite3.c#3469,sqlite3.c,3469,0,0,136
Upsert#sqlite3.c#3816,sqlite3.c,3816,0,0,136
NameContext#sqlite3.c#3799,sqlite3.c,3799,0,0,137
Blob#sqlite3.c#92229,sqlite3.c,92229,0,0,1
NodeReader#sqlite3.c#92253,sqlite3.c,92253,0,0,4
NthValueCtx#sqlite3.c#77830,sqlite3.c,77830,0,0,137
NtileCtx#sqlite3.c#77980,sqlite3.c,77980,0,0,5
IdList#sqlite3.c#3726,sqlite3.c,3726,0,0,1
OnOrUsing#sqlite3.c#3788,sqlite3.c,3788,0,0,137
PagerSavepoint#sqlite3.c#18401,sqlite3.c,18401,0,0,11
PgHdr#sqlite3.c#3201,sqlite3.c,3201,0,0,136
sqlite3_backup#sqlite3.c#29879,sqlite3.c,29879,0,0,136
Wal#sqlite3.c#21402,sqlite3.c,21402,0,0,23
PCache#sqlite3.c#17000,sqlite3.c,17000,0,0,136
Returning#sqlite3.c#4017,sqlite3.c,4017,0,0,136
With#sqlite3.c#4174,sqlite3.c,4174,0,0,136
TableLock#sqlite3.c#51284,sqlite3.c,51284,0,0,5
TriggerPrg#sqlite3.c#3869,sqlite3.c,3869,0,0,136
Vdbe#sqlite3.c#5614,sqlite3.c,5614,0,0,136
yDbMask#sqlite3.c#3877,sqlite3.c,3877,0,0,1
RenameToken#sqlite3.c#48813,sqlite3.c,48813,0,0,3
bft#sqlite3.c#2447,sqlite3.c,2447,0,0,1
VList#sqlite3.c#2589,sqlite3.c,2589,0,0,1
ParseCleanup#sqlite3.c#3890,sqlite3.c,3890,0,0,1
ParseContext#sqlite3.c#88401,sqlite3.c,88401,0,0,140
sqlite3_pcache#sqlite3.h#2453,sqlite3.h,2453,0,0,1
PgHdr1#sqlite3.c#17468,sqlite3.c,17468,0,0,9
PGroup#sqlite3.c#17479,sqlite3.c,17479,0,0,9
PCache1#sqlite3.c#17488,sqlite3.c,17488,0,0,9
PgFreeslot#sqlite3.c#17508,sqlite3.c,17508,0,0,11
PCacheGlobal#sqlite3.c#17512,sqlite3.c,17512,0,0,11
Percentile#sqlite3.c#57190,sqlite3.c,57190,0,0,4
sqlite3_pcache_page#sqlite3.h#2457,sqlite3.h,2457,0,0,2
PmaWriter#sqlite3.c#40321,sqlite3.c,40321,0,0,20
porter_tokenizer#sqlite3.c#89295,sqlite3.c,89295,0,0,3
porter_tokenizer_cursor#sqlite3.c#89299,sqlite3.c,89299,0,0,4
PragmaName#sqlite3.c#60713,sqlite3.c,60713,0,0,6
PragmaVtab#sqlite3.c#62284,sqlite3.c,62284,0,0,138
PragmaVtabCursor#sqlite3.c#62292,sqlite3.c,62292,0,0,138
VdbeCursor#sqlite3.c#5485,sqlite3.c,5485,0,0,136
UnpackedRecord#sqlite3.c#3571,sqlite3.c,3571,0,0,136
PreUpdate#sqlite3.c#5668,sqlite3.c,5668,0,0,137
PrintfArguments#sqlite3.c#4356,sqlite3.c,4356,0,0,137
e_assoc#lemon.c#1617,lemon.c,1617,0,0,1
e_state#lemon.c#3031,lemon.c,3031,0,0,1
pstate#lemon.c#3034,lemon.c,3034,0,0,14
__pthread_cond_s#thread-shared-types.h#858,thread-shared-types.h,858,0,0,1
pthread_cond_t#pthreadtypes.h#905,pthreadtypes.h,905,0,0,2
qrfEQPGraph#shell.c#4563,shell.c,4563,0,0,2
Qrf#shell.c#4572,shell.c,4572,0,0,143
qrfColData#shell.c#5509,shell.c,5509,0,0,144
qrfEQPGraphRow#shell.c#4554,shell.c,4554,0,0,1
RCStr#sqlite3.c#4038,sqlite3.c,4038,0,0,4
ReInput#shell.c#9530,shell.c,9530,0,0,1
ReCompiled#shell.c#9538,shell.c,9538,0,0,2
RecoverBitmap#shell.c#17397,shell.c,17397,0,0,5
sqlite3_io_methods#sqlite3.h#1780,sqlite3.h,1780,0,0,14
sqlite3_recover#shell.c#17436,shell.c,17436,0,0,144
RecoverGlobal#shell.c#17465,shell.c,17465,0,0,146
sqlite3_value#sqlite3.h#2002,sqlite3.h,2002,0,0,137
RecoverStateLAF#shell.c#17421,shell.c,17421,0,0,140
RecoverTable#shell.c#17377,shell.c,17377,0,0,3
RecoverStateW1#shell.c#17404,shell.c,17404,0,0,141
RecoverColumn#shell.c#17387,shell.c,17387,0,0,1
RefSrcList#sqlite3.c#48102,sqlite3.c,48102,0,0,137
RenameCtx#sqlite3.c#48821,sqlite3.c,48821,0,0,137
ReStateNumber#shell.c#9521,shell.c,9521,0,0,1
ReStateSet#shell.c#9523,shell.c,9523,0,0,2
TriggerStep#sqlite3.c#4002,sqlite3.c,4002,0,0,136
ReusableSpace#sqlite3.c#32494,sqlite3.c,32494,0,0,5
RowLoadInfo#sqlite3.c#63493,sqlite3.c,63493,0,0,3
RowSetEntry#sqlite3.c#18083,sqlite3.c,18083,0,0,5
RowSetChunk#sqlite3.c#18089,sqlite3.c,18089,0,0,6
RowSet#sqlite3.c#18094,sqlite3.c,18094,0,0,139
RtreeNode#sqlite3.c#98813,sqlite3.c,98813,0,0,7
Rtree#sqlite3.c#98733,sqlite3.c,98733,0,0,140
RtreeCoord#sqlite3.c#98796,sqlite3.c,98796,0,0,4
RtreeCell#sqlite3.c#98822,sqlite3.c,98822,0,0,9
RtreeCheck#sqlite3.c#100997,sqlite3.c,100997,0,0,138
sqlite3_rtree_query_info#sqlite3.h#2596,sqlite3.h,2596,0,0,138
RtreeDValue#sqlite3.c#98766,sqlite3.c,98766,0,0,1
RtreeConstraint#sqlite3.c#98802,sqlite3.c,98802,0,0,140
RtreeValue#sqlite3.c#98768,sqlite3.c,98768,0,0,1
RtreeSearchPoint#sqlite3.c#98770,sqlite3.c,98770,0,0,6
RtreeCursor#sqlite3.c#98778,sqlite3.c,98778,0,0,144
RtreeGeomCallback#sqlite3.c#98827,sqlite3.c,98827,0,0,1
RtreeMatchArg#sqlite3.c#98834,sqlite3.c,98834,0,0,139
Boolean#lemon.c#1612,lemon.c,1612,0,0,1
option_type#lemon.c#1561,lemon.c,1561,0,0,1
s_options#lemon.c#1563,lemon.c,1563,0,0,2
s_x1node#lemon.c#5460,lemon.c,5460,0,0,1
s_x1#lemon.c#5453,lemon.c,5453,0,0,2
s_x2node#lemon.c#5584,lemon.c,5584,0,0,6
s_x2#lemon.c#5577,lemon.c,5577,0,0,7
s_x3node#lemon.c#5743,lemon.c,5743,0,0,12
s_x3#lemon.c#5736,lemon.c,5736,0,0,13
s_x4node#lemon.c#5857,lemon.c,5857,0,0,12
s_x4#lemon.c#5850,lemon.c,5850,0,0,13
Savepoint#sqlite3.c#3462,sqlite3.c,3462,0,0,5
ScanStatus#sqlite3.c#5597,sqlite3.c,5597,0,0,2
SegmentNode#sqlite3.c#90231,sqlite3.c,90231,0,0,1
SegmentWriter#sqlite3.c#90217,sqlite3.c,90217,0,0,6
SelectDest#sqlite3.c#3852,sqlite3.c,3852,0,0,4
sqlite3_uint64#sqlite3.h#1764,sqlite3.h,1764,0,0,2
series_cursor#shell.c#9057,shell.c,9057,0,0,139
u64#mksourceid.c#1126,mksourceid.c,1126,0,0,1
SHA3Context#mksourceid.c#1130,mksourceid.c,1130,0,0,2
Unlink#shell.c#19074,shell.c,19074,0,0,3
ShellText#shell.c#19706,shell.c,19706,0,0,4
simple_tokenizer#sqlite3.c#89804,sqlite3.c,89804,0,0,3
simple_tokenizer_cursor#sqlite3.c#89809,sqlite3.c,89809,0,0,4
SnippetFragment#sqlite3.c#93535,sqlite3.c,93535,0,0,4
SnippetPhrase#sqlite3.c#93526,sqlite3.c,93526,0,0,5
SnippetIter#sqlite3.c#93517,sqlite3.c,93517,0,0,152
SortCtx#sqlite3.c#63138,sqlite3.c,63138,0,0,5
SorterRecord#sqlite3.c#40332,sqlite3.c,40332,0,0,1
SorterList#sqlite3.c#40248,sqlite3.c,40248,0,0,8
VdbeSorter#sqlite3.c#40276,sqlite3.c,40276,0,0,136
SQLiteThread#sqlite3.c#10129,sqlite3.c,10129,0,0,2
SorterCompare#sqlite3.c#40261,sqlite3.c,40261,0,0,136
sqlite3_xauth#sqlite3.c#3330,sqlite3.c,3330,0,0,1
DbClientData#sqlite3.c#4190,sqlite3.c,4190,0,0,1
BusyHandler#sqlite3.c#2459,sqlite3.c,2459,0,0,1
VtabCtx#sqlite3.c#70147,sqlite3.c,70147,0,0,136
VTable#sqlite3.c#3497,sqlite3.c,3497,0,0,136
sqlite3_str#sqlite3.c#4028,sqlite3.c,4028,0,0,137
sqlite3_api_routines#sqlite3.c#60190,sqlite3.c,60190,0,0,140
sqlite3_index_info#sqlite3.h#2310,sqlite3.h,2310,0,0,5
sqlite3_intck#shell.c#14849,shell.c,14849,0,0,138
vfstrace_file#shell.c#15356,shell.c,15356,0,0,13
VdbeOp#sqlite3.c#3002,sqlite3.c,3002,0,0,5
pthread_mutex_t#pthreadtypes.h#899,pthreadtypes.h,899,0,0,1
sqlite3_mutex_methods#sqlite3.h#2389,sqlite3.h,2389,0,0,3
sqlite3_pcache_methods#sqlite3.h#2482,sqlite3.h,2482,0,0,2
sqlite3_pcache_methods2#sqlite3.h#2464,sqlite3.h,2464,0,0,4
sqlite3_rtree_dbl#sqlite3.h#2582,sqlite3.h,2582,0,0,1
sqlite3_rtree_geometry#sqlite3.h#2586,sqlite3.h,2586,0,0,2
zName#sqlite3.c#6612,sqlite3.c,6612,0,0,1
sqlite3_syscall_ptr#sqlite3.h#1812,sqlite3.h,1812,0,0,1
sqlite3AutoExtList#sqlite3.c#60614,sqlite3.c,60614,0,0,3
sqlite3_mem_methods#sqlite3.h#1853,sqlite3.h,1853,0,0,1
Sqlite3Config#sqlite3.c#4052,sqlite3.c,4052,0,0,14
IdxStatement#shell.c#13347,shell.c,13347,0,0,1
sqlite3PrngType#sqlite3.c#10052,sqlite3.c,10052,0,0,5
sqlite3StatValueType#sqlite3.c#5855,sqlite3.c,5855,0,0,3
sqlite3StatType#sqlite3.c#5859,sqlite3.c,5859,0,0,4
pthread_t#pthreadtypes.h#876,pthreadtypes.h,876,0,0,1
Subquery#sqlite3.c#3733,sqlite3.c,3733,0,0,136
SrcItem#sqlite3.c#3740,sqlite3.c,3740,0,0,136
StatSample#sqlite3.c#50302,sqlite3.c,50302,0,0,3
StatAccum#sqlite3.c#50306,sqlite3.c,50306,0,0,139
StatCell#sqlite3.c#101362,sqlite3.c,101362,0,0,3
StatPage#sqlite3.c#101371,sqlite3.c,101371,0,0,6
StatCursor#sqlite3.c#101384,sqlite3.c,101384,0,0,140
StatTable#sqlite3.c#101405,sqlite3.c,101405,0,0,137
StmtRow#sqlite3.c#102288,sqlite3.c,102288,0,0,3
stmt_cursor#sqlite3.c#102304,sqlite3.c,102304,0,0,138
stmt_vtab#sqlite3.c#102297,sqlite3.c,102297,0,0,137
SubProgram#sqlite3.c#3032,sqlite3.c,3032,0,0,6
SubrtnSig#sqlite3.c#2993,sqlite3.c,2993,0,0,3
SubstContext#sqlite3.c#65151,sqlite3.c,65151,0,0,137
SumCtx#sqlite3.c#56669,sqlite3.c,56669,0,0,7
symbol_type#lemon.c#1614,lemon.c,1614,0,0,1
TabResult#sqlite3.c#67953,sqlite3.c,67953,0,0,3
TermOffset#sqlite3.c#94420,sqlite3.c,94420,0,0,5
TermOffsetCtx#sqlite3.c#94426,sqlite3.c,94426,0,0,152
__suseconds_t#types.h#90,types.h,90,0,0,1
__time_t#types.h#86,types.h,86,0,0,1
timeval#struct_timeval.h#783,struct_timeval.h,783,0,0,3
TokenDoclist#sqlite3.c#87225,sqlite3.c,87225,0,0,3
TrigEvent#sqlite3.c#79543,sqlite3.c,79543,0,0,2
unicode_cursor#sqlite3.c#94596,sqlite3.c,94596,0,0,4
unicode_tokenizer#sqlite3.c#94589,sqlite3.c,94589,0,0,3
unix_syscall#sqlite3.c#13999,sqlite3.c,13999,0,0,2
unixInodeInfo#sqlite3.c#14128,sqlite3.c,14128,0,0,14
unixShm#sqlite3.c#15033,sqlite3.c,15033,0,0,14
UnixUnusedFd#sqlite3.c#13959,sqlite3.c,13959,0,0,1
unixFile#sqlite3.c#13967,sqlite3.c,13967,0,0,27
unixFileId#sqlite3.c#14123,sqlite3.c,14123,0,0,4
unixShmNode#sqlite3.c#15018,sqlite3.c,15018,0,0,14
ValueList#sqlite3.c#5692,sqlite3.c,5692,0,0,137
ValueNewStat4Ctx#sqlite3.c#31184,sqlite3.c,31184,0,0,137
AuxData#sqlite3.c#5574,sqlite3.c,5574,0,0,1
VdbeFrame#sqlite3.c#5534,sqlite3.c,5534,0,0,136
Bool#sqlite3.c#5475,sqlite3.c,5475,0,0,1
VdbeTxtBlbCache#sqlite3.c#5524,sqlite3.c,5524,0,0,7
VdbeOpList#sqlite3.c#3042,sqlite3.c,3042,0,0,3
vfstrace_info#shell.c#15344,shell.c,15344,0,0,6
sqlite3_vfs#sqlite3.h#1810,sqlite3.h,1810,0,0,4
WalIndexHdr#sqlite3.c#21380,sqlite3.c,21380,0,0,7
WalCkptInfo#sqlite3.c#21394,sqlite3.c,21394,0,0,5
ht_slot#sqlite3.c#21429,sqlite3.c,21429,0,0,2
WalHashLoc#sqlite3.c#21648,sqlite3.c,21648,0,0,10
WalIterator#sqlite3.c#21431,sqlite3.c,21431,0,0,3
WhereConst#sqlite3.c#65622,sqlite3.c,65622,0,0,137
WindowRewrite#sqlite3.c#78182,sqlite3.c,78182,0,0,137
WalWriter#sqlite3.c#22819,sqlite3.c,22819,0,0,24
WhereAndInfo#sqlite3.c#71191,sqlite3.c,71191,0,0,146
WhereTerm#sqlite3.c#71138,sqlite3.c,71138,0,0,146
WhereInfo#sqlite3.c#71211,sqlite3.c,71211,0,0,146
WhereLevel#sqlite3.c#71043,sqlite3.c,71043,0,0,146
WhereMemBlock#sqlite3.c#71030,sqlite3.c,71030,0,0,4
WhereLoop#sqlite3.c#71080,sqlite3.c,71080,0,0,146
WhereMaskSet#sqlite3.c#71195,sqlite3.c,71195,0,0,1
WhereRightJoin#sqlite3.c#71035,sqlite3.c,71035,0,0,1
WhereOrSet#sqlite3.c#71123,sqlite3.c,71123,0,0,7
WhereLoopBuilder#sqlite3.c#71201,sqlite3.c,71201,0,0,149
WhereOrCost#sqlite3.c#71117,sqlite3.c,71117,0,0,4
WhereOrInfo#sqlite3.c#71186,sqlite3.c,71186,0,0,146
WherePath#sqlite3.c#71128,sqlite3.c,71128,0,0,147
WhereScan#sqlite3.c#71160,sqlite3.c,71160,0,0,147
WindowCsrAndReg#sqlite3.c#78724,sqlite3.c,78724,0,0,1
